Protein_ID,Type,Tm,pLDDT,Status
P63151,meso,40.86271322,92.05,High quality
P63208,meso,59.10819694,90.26,High quality
P63244,thermo,62.71535458,91.96,High quality
P67775,meso,59.39024362,95.0,High quality
P67936,meso,44.29795514,93.14,High quality
P68036,thermo,61.71389553,94.24,High quality
P68104,meso,44.99217087,88.76,High quality
P68133,meso,48.6249496,95.26,High quality
P68400,meso,52.96025008,89.14,High quality
P78345,meso,59.98356106,72.75,High quality
P78406,thermo,61.24806283,92.92,High quality
P78417,meso,49.60129965,95.8,High quality
P80723,meso,42.2466491,51.69,Low quality (pLDDT < 70)
P82909,meso,58.95430847,73.97,High quality
P84077,thermo,60.44084589,83.03,High quality
P84090,meso,58.46644282,95.75,High quality
P84243,meso,44.62460091,86.54,High quality
P98082,thermo,63.94730323,53.94,Low quality (pLDDT < 70)
Q00341,thermo,61.79734342,74.96,High quality
Q00534,meso,56.12221306,85.53,High quality
Q00577,meso,58.21045026,77.58,High quality
Q00610,meso,49.97546673,77.86,High quality
Q00688,meso,57.08221465,77.4,High quality
Q00839,meso,41.68757398,64.53,Low quality (pLDDT < 70)
Q01082,meso,53.18983764,76.64,High quality
Q01105,thermo,62.77575559,78.52,High quality
Q01469,meso,55.75937825,96.32,High quality
Q01831,thermo,60.12923631,66.66,Low quality (pLDDT < 70)
Q01844,meso,50.2534439,50.46,Low quality (pLDDT < 70)
Q02790,meso,57.82997928,90.1,High quality
Q02809,meso,58.58449216,92.79,High quality
Q02818,meso,59.14881046,78.98,High quality
Q02952,meso,58.85832883,40.02,Low quality (pLDDT < 70)
Q04637,thermo,60.39323011,55.73,Low quality (pLDDT < 70)
Q04695,meso,45.04038222,77.69,High quality
Q04760,thermo,60.02774887,95.42,High quality
Q04917,meso,51.871281,95.2,High quality
Q05519,thermo,61.71771292,55.46,Low quality (pLDDT < 70)
Q06210,meso,41.53557031,92.84,High quality
Q06323,meso,50.31933759,90.67,High quality
Q06830,meso,41.26028608,97.09,High quality
Q07021,meso,55.53399898,74.73,High quality
Q07065,thermo,60.07586164,74.18,High quality
Q07666,meso,45.74731699,65.0,Low quality (pLDDT < 70)
Q08211,thermo,61.60060333,80.4,High quality
Q08945,meso,56.92798636,73.45,High quality
Q08AH1,thermo,66.40894342,88.75,High quality
Q09028,meso,58.24578295,91.71,High quality
Q09327,meso,50.24292575,79.42,High quality
Q10570,meso,50.13858015,82.81,High quality
Q12792,thermo,60.31056477,85.22,High quality
Q12874,meso,40.60648444,86.56,High quality
Q12904,meso,46.15311138,80.68,High quality
Q12906,meso,46.70435693,67.15,Low quality (pLDDT < 70)
Q12996,meso,59.31716212,85.35,High quality
Q13011,meso,59.88299858,88.31,High quality
Q13111,thermo,62.65168719,57.42,Low quality (pLDDT < 70)
Q13112,thermo,61.2570276,74.64,High quality
Q13162,thermo,63.75265858,83.47,High quality
Q13185,meso,44.99719887,75.52,High quality
Q13200,meso,56.07279296,64.38,Low quality (pLDDT < 70)
Q13228,meso,59.97695687,96.47,High quality
Q13247,meso,59.14168098,62.09,Low quality (pLDDT < 70)
Q13257,thermo,62.49548869,93.65,High quality
Q13263,meso,51.854065,65.0,Low quality (pLDDT < 70)
Q13283,meso,48.14436891,66.21,Low quality (pLDDT < 70)
Q13347,meso,59.6802003,92.82,High quality
Q13405,thermo,60.88439206,84.67,High quality
Q13428,meso,46.45734392,41.53,Low quality (pLDDT < 70)
Q13435,meso,42.6805364,65.77,Low quality (pLDDT < 70)
Q13616,meso,59.5749664,88.44,High quality
Q13618,thermo,60.15309241,89.99,High quality
Q13619,thermo,60.4303018,88.68,High quality
Q13838,meso,52.51723379,85.07,High quality
Q13895,thermo,61.93276878,77.95,High quality
Q13907,thermo,60.17070967,97.06,High quality
Q14008,thermo,62.53921616,75.1,High quality
Q14019,thermo,60.81334456,90.3,High quality
Q14151,meso,59.42699372,54.78,Low quality (pLDDT < 70)
Q14152,thermo,61.15960604,64.17,Low quality (pLDDT < 70)
Q14244,meso,47.48416933,60.6,Low quality (pLDDT < 70)
Q14257,thermo,60.22180033,77.48,High quality
Q14444,meso,47.92218367,57.69,Low quality (pLDDT < 70)
Q14566,thermo,60.05394189,76.7,High quality
Q14669,thermo,61.67467239,67.12,Low quality (pLDDT < 70)
Q14676,meso,54.0087484,40.5,Low quality (pLDDT < 70)
Q14683,thermo,60.28084559,82.62,High quality
Q14696,meso,55.40955378,67.26,Low quality (pLDDT < 70)
Q14697,meso,43.8328324,92.63,High quality
Q14739,meso,40.37684876,77.16,High quality
Q14847,thermo,62.46202703,70.65,High quality
Q14966,meso,58.96791408,44.89,Low quality (pLDDT < 70)
Q14974,meso,59.30516814,94.94,High quality
Q14978,meso,41.62358191,53.73,Low quality (pLDDT < 70)
Q14CX7,thermo,61.29470165,91.19,High quality
Q15019,thermo,60.01821003,80.82,High quality
Q15024,meso,59.34590194,83.93,High quality
Q15029,meso,59.86669371,89.67,High quality
Q15046,meso,51.46213162,90.45,High quality
Q15075,thermo,63.5928369,72.6,High quality
Q15181,meso,54.95550489,95.97,High quality
Q15233,meso,42.08365711,76.83,High quality
Q15393,thermo,62.1251692,92.44,High quality
Q15404,meso,57.00202567,94.8,High quality
Q15424,thermo,60.27739598,53.52,Low quality (pLDDT < 70)
Q15459,meso,58.96578856,67.02,Low quality (pLDDT < 70)
Q15637,meso,47.63242094,63.93,Low quality (pLDDT < 70)
Q15758,thermo,60.30042218,79.02,High quality
Q15818,meso,58.96824829,76.39,High quality
Q15819,thermo,60.57612682,94.52,High quality
Q16222,meso,59.39629152,92.97,High quality
Q16401,meso,53.73837115,93.82,High quality
Q16531,thermo,60.19285226,91.83,High quality
Q16630,meso,47.20304731,64.42,Low quality (pLDDT < 70)
Q16719,meso,59.47485488,95.5,High quality
Q16763,meso,56.67724172,80.52,High quality
Q16775,meso,58.76363302,91.17,High quality
Q16851,meso,59.97554858,86.58,High quality
Q1KMD3,meso,44.02089313,69.91,Low quality (pLDDT < 70)
Q32Q12,thermo,61.10583552,83.81,High quality
Q4J6C6,meso,53.2362465,82.84,High quality
Q53EL6,meso,59.35408102,77.21,High quality
Q53F19,meso,59.40973316,63.21,Low quality (pLDDT < 70)
Q53H82,thermo,60.53559245,95.82,High quality
Q58FF6,meso,49.94267392,78.79,High quality
Q5JRA6,meso,49.23932527,51.62,Low quality (pLDDT < 70)
Q5JTZ9,meso,44.60490339,87.89,High quality
Q5JVF3,meso,56.70719627,95.81,High quality
Q5JXI8,thermo,60.80274973,87.31,High quality
Q5QNW6,meso,59.80605185,88.16,High quality
Q5QPL9,meso,59.17685124,71.19,High quality
Q5RKV6,meso,59.67446591,81.31,High quality
Q5T8P6,thermo,66.08102187,58.14,Low quality (pLDDT < 70)
Q5TFE4,thermo,62.50463377,88.23,High quality
Q5TZF3,meso,50.77825725,82.91,High quality
Q68CQ4,meso,47.26650146,78.17,High quality
Q6DD87,meso,55.44569512,64.0,Low quality (pLDDT < 70)
Q6DN72,meso,59.20654572,75.88,High quality
Q6FI81,meso,59.17451044,79.6,High quality
Q6I9Y2,meso,58.96070145,87.44,High quality
Q6NZI2,meso,58.88163971,67.07,Low quality (pLDDT < 70)
Q6P1J9,meso,56.66522884,73.32,High quality
Q6P1N0,meso,48.38513121,73.69,High quality
Q6P2E9,thermo,60.54511109,62.56,Low quality (pLDDT < 70)
Q6P2Q9,meso,49.85141171,84.74,High quality
Q6P6C2,meso,59.66835004,72.5,High quality
Q6PD62,thermo,61.02029472,75.51,High quality
Q6PI48,thermo,60.21781277,89.03,High quality
Q6PKG0,meso,59.77427691,53.01,Low quality (pLDDT < 70)
Q6UN15,meso,59.08224974,54.77,Low quality (pLDDT < 70)
Q6UW63,meso,59.38485902,92.52,High quality
Q6UXN9,thermo,60.40407772,96.13,High quality
Q71SY5,meso,52.70083332,62.19,Low quality (pLDDT < 70)
Q71UI9,meso,50.60899265,89.75,High quality
Q7KZF4,meso,45.06436007,89.61,High quality
Q7L014,meso,47.51296639,68.78,Low quality (pLDDT < 70)
Q7L0Y3,thermo,61.52243901,78.14,High quality
Q7L1Q6,thermo,62.06983433,91.19,High quality
Q7L2H7,meso,47.53645241,54.84,Low quality (pLDDT < 70)
Q7RTV0,meso,48.97758171,89.25,High quality
Q7Z4H3,meso,58.40797067,94.7,High quality
Q7Z5K2,thermo,60.33077526,59.47,Low quality (pLDDT < 70)
Q86SX6,meso,56.50806317,82.61,High quality
Q86V48,meso,59.80120764,56.25,Low quality (pLDDT < 70)
Q86VF7,thermo,67.71527125,52.82,Low quality (pLDDT < 70)
Q86VP6,thermo,60.14350099,86.49,High quality
Q86W42,meso,59.18253425,93.69,High quality
Q86WR0,thermo,61.65758519,82.46,High quality
Q86XP3,meso,46.90490723,66.36,Low quality (pLDDT < 70)
Q86YP4,meso,58.62605599,56.97,Low quality (pLDDT < 70)
Q8IV01,thermo,68.70435372,73.51,High quality
Q8IX12,meso,53.80167745,68.95,Low quality (pLDDT < 70)
Q8IZL8,meso,49.1098458,62.63,Low quality (pLDDT < 70)
Q8N0X7,meso,58.76809975,61.55,Low quality (pLDDT < 70)
Q8N163,thermo,65.58346779,67.79,Low quality (pLDDT < 70)
Q8N1G4,meso,51.99459895,77.68,High quality
Q8N3U4,meso,58.9208469,79.58,High quality
Q8N5H3,thermo,65.56293575,68.48,Low quality (pLDDT < 70)
Q8N5N7,meso,59.11578564,80.45,High quality
Q8N684,meso,53.17106945,65.6,Low quality (pLDDT < 70)
Q8NBJ5,meso,59.77687312,88.61,High quality
Q8NBJ7,meso,48.227195,90.78,High quality
Q8NC51,meso,49.31926014,54.42,Low quality (pLDDT < 70)
Q8NEM2,meso,59.24275752,73.02,High quality
Q8NFH4,meso,53.30387356,92.8,High quality
Q8NHP8,meso,59.2952109,91.6,High quality
Q8NI27,meso,55.14653474,72.1,High quality
Q8TCS8,meso,52.79954383,87.5,High quality
Q8WU90,meso,49.37134119,70.68,High quality
Q8WUM0,meso,59.66121961,78.09,High quality
Q8WUM4,thermo,60.11824464,83.5,High quality
Q8WVC2,meso,44.93987048,95.38,High quality
Q8WVH6,meso,58.21217449,96.12,High quality
Q8WXI9,meso,53.69751861,59.02,Low quality (pLDDT < 70)
Q92598,thermo,61.10981688,85.14,High quality
Q92626,thermo,62.02123746,81.86,High quality
Q92688,thermo,60.91691344,79.09,High quality
Q92797,meso,58.44558381,75.13,High quality
Q92896,thermo,61.11477885,77.13,High quality
Q92900,meso,45.63469501,72.64,High quality
Q92905,meso,48.38044762,85.8,High quality
Q92922,meso,52.18819688,67.05,Low quality (pLDDT < 70)
Q92945,meso,59.51933149,62.37,Low quality (pLDDT < 70)
Q92973,meso,52.04003049,92.47,High quality
Q969G3,meso,44.13576838,69.34,Low quality (pLDDT < 70)
Q96A72,thermo,62.65609577,93.27,High quality
Q96AE4,meso,49.62821663,63.88,Low quality (pLDDT < 70)
Q96AG4,meso,41.52513249,87.85,High quality
Q96AT9,meso,51.29153862,96.58,High quality
Q96BR5,meso,49.52978277,95.18,High quality
Q96C01,meso,41.24165215,95.48,High quality
Q96D71,meso,53.97563115,57.23,Low quality (pLDDT < 70)
Q96DE5,meso,59.53354828,70.85,High quality
Q96DG6,thermo,61.91190829,92.2,High quality
Q96DI7,thermo,65.24856006,84.99,High quality
Q96EE3,meso,57.93153871,86.75,High quality
Q96EP5,meso,53.35120167,64.86,Low quality (pLDDT < 70)
Q96FV9,meso,59.32883791,79.32,High quality
Q96G03,meso,59.87629634,95.1,High quality
Q96GK7,meso,58.73380254,92.53,High quality
Q96HE7,thermo,61.10780428,74.89,High quality
Q96I99,meso,45.92901167,89.35,High quality
Q96IR7,meso,43.08026861,90.02,High quality
Q96KC8,meso,59.92589849,70.6,High quality
Q96KR1,thermo,63.7719391,61.28,Low quality (pLDDT < 70)
Q96NC0,meso,59.20587326,72.08,High quality
Q96PU8,meso,51.04904262,68.82,Low quality (pLDDT < 70)
Q96PZ0,thermo,62.70313709,80.42,High quality
Q96QC0,meso,59.95244268,56.4,Low quality (pLDDT < 70)
Q96QK1,thermo,68.55829391,90.95,High quality
Q96RP9,meso,59.79256446,82.91,High quality
Q96S90,meso,59.53832758,65.84,Low quality (pLDDT < 70)
Q96SB3,meso,59.37247129,62.11,Low quality (pLDDT < 70)
Q96SB4,thermo,60.14557445,70.87,High quality
Q96ST2,thermo,63.53076482,55.15,Low quality (pLDDT < 70)
Q96ST3,meso,59.45513535,68.48,Low quality (pLDDT < 70)
Q96T23,meso,58.64230884,48.24,Low quality (pLDDT < 70)
Q96TA1,thermo,60.56928697,79.57,High quality
Q99436,thermo,65.61415756,89.74,High quality
Q99459,thermo,62.78335846,73.54,High quality
Q99460,thermo,60.77293377,80.26,High quality
Q99584,thermo,60.44666083,80.7,High quality
Q99653,meso,54.91018582,89.49,High quality
Q99714,thermo,60.57203923,96.64,High quality
Q99733,meso,52.82168274,80.47,High quality
Q99832,thermo,60.0986919,88.85,High quality
Q9BPW8,thermo,60.6419619,82.36,High quality
Q9BQA1,thermo,60.48686496,90.7,High quality
Q9BRJ2,meso,57.5421176,80.38,High quality
Q9BRP8,thermo,60.27536601,73.36,High quality
Q9BSH4,meso,59.47666075,83.49,High quality
Q9BTC0,thermo,60.7280152,46.6,Low quality (pLDDT < 70)
Q9BTE3,meso,46.11152851,80.71,High quality
Q9BTT0,meso,42.51600344,76.61,High quality
Q9BUJ2,meso,59.37186187,66.04,Low quality (pLDDT < 70)
Q9BV57,meso,43.53203426,96.53,High quality
Q9BWD1,meso,50.24766666,97.26,High quality
Q9BWF3,meso,50.17236593,64.07,Low quality (pLDDT < 70)
Q9BWJ5,thermo,61.04998191,91.85,High quality
Q9BX68,meso,54.32359334,83.54,High quality
Q9BXJ9,thermo,60.19236331,89.62,High quality
Q9BXP5,meso,42.54724471,65.82,Low quality (pLDDT < 70)
Q9BXU9,meso,59.67233992,55.0,Low quality (pLDDT < 70)
Q9BZL1,meso,57.03218507,91.31,High quality
Q9GZP4,thermo,61.67400997,83.44,High quality
Q9GZT3,meso,45.03726602,79.88,High quality
Q9GZT8,thermo,65.22821652,92.05,High quality
Q9H074,meso,50.99486388,71.82,High quality
Q9H2H8,meso,43.71007472,96.64,High quality
Q9H2P0,thermo,65.47693294,56.0,Low quality (pLDDT < 70)
Q9H3K6,meso,41.9159988,92.03,High quality
Q9H5Q4,thermo,60.84998696,80.22,High quality
Q9H773,thermo,69.89843069,83.62,High quality
Q9H814,meso,48.89400853,65.27,Low quality (pLDDT < 70)
Q9H974,thermo,60.47852515,89.66,High quality
Q9H9Y6,thermo,63.65334924,92.37,High quality
Q9HAV7,meso,47.77186061,80.55,High quality
Q9HB71,meso,59.80581274,81.25,High quality
Q9NP79,meso,44.81519604,78.11,High quality
Q9NQR4,meso,51.24134515,97.73,High quality
Q9NQS7,thermo,60.52129672,60.15,Low quality (pLDDT < 70)
Q9NQW6,thermo,64.31394596,58.97,Low quality (pLDDT < 70)
Q9NR12,meso,47.30074233,70.39,High quality
Q9NR30,thermo,60.57854051,70.31,High quality
Q9NTI5,thermo,65.51898402,80.5,High quality
Q9NTZ6,thermo,61.76748768,63.72,Low quality (pLDDT < 70)
Q9NUJ1,meso,58.61573226,86.61,High quality
Q9NVF7,thermo,62.47760013,75.27,High quality
Q9NVX2,meso,59.91425545,93.46,High quality
Q9NX18,meso,43.51459951,83.46,High quality
Q9NYJ1,meso,58.03776969,87.7,High quality
Q9NYL9,thermo,60.21041294,82.27,High quality
Q9NZ08,meso,59.67671097,92.38,High quality
Q9NZ63,thermo,61.04939615,68.75,Low quality (pLDDT < 70)
Q9NZL9,meso,58.68473864,93.85,High quality
Q9P0L0,meso,59.09764684,78.74,High quality
Q9P258,meso,59.24515973,87.81,High quality
Q9P2E9,meso,41.05854157,68.22,Low quality (pLDDT < 70)
Q9P2I0,thermo,60.70087104,81.01,High quality
Q9P2R7,meso,47.15798075,87.49,High quality
Q9UBB4,meso,51.70763285,89.63,High quality
Q9UEE9,meso,59.76890063,64.6,Low quality (pLDDT < 70)
Q9UHD1,meso,48.08246503,81.35,High quality
Q9UHD8,meso,58.77156783,66.58,Low quality (pLDDT < 70)
Q9UHV9,meso,48.40173295,79.53,High quality
Q9UHX1,meso,50.75042919,67.07,Low quality (pLDDT < 70)
Q9UIA9,meso,43.75623194,87.27,High quality
Q9UIG0,thermo,60.82974491,69.31,Low quality (pLDDT < 70)
Q9UIJ7,meso,48.64823647,91.76,High quality
Q9UK45,thermo,60.59123474,89.08,High quality
Q9UKX7,meso,42.55941159,64.15,Low quality (pLDDT < 70)
Q9UKY7,thermo,61.32113634,59.8,Low quality (pLDDT < 70)
Q9UMS4,meso,49.3990272,89.17,High quality
Q9UN86,thermo,67.4365236,65.63,Low quality (pLDDT < 70)
Q9UNH7,thermo,64.01847893,88.49,High quality
Q9UNN8,thermo,61.40104135,86.28,High quality
Q9UNW1,meso,59.94494197,89.26,High quality
Q9UQ80,meso,44.60115395,92.65,High quality
Q9UQE7,meso,49.22971702,82.38,High quality
Q9Y224,meso,58.85208267,72.49,High quality
Q9Y281,meso,52.29495645,88.4,High quality
Q9Y295,thermo,62.22172464,83.88,High quality
Q9Y2L1,meso,49.08496899,87.12,High quality
Q9Y2T3,thermo,60.97190308,97.04,High quality
Q9Y2W1,meso,59.13564513,46.0,Low quality (pLDDT < 70)
Q9Y333,thermo,63.58493761,94.73,High quality
Q9Y3A5,thermo,60.27422639,74.27,High quality
Q9Y3B4,meso,57.58851013,89.28,High quality
Q9Y3C8,meso,59.48725867,93.47,High quality
Q9Y3F4,meso,50.66847491,89.34,High quality
Q9Y3I0,thermo,60.08578952,95.31,High quality
Q9Y3Y2,thermo,61.46545835,61.25,Low quality (pLDDT < 70)
Q9Y490,meso,55.92173876,76.0,High quality
Q9Y4L1,meso,45.90292556,80.9,High quality
Q9Y5B9,meso,58.54618238,80.1,High quality
Q9Y5K6,meso,52.68552149,62.76,Low quality (pLDDT < 70)
Q9Y5S9,meso,51.19616651,81.29,High quality
Q9Y617,meso,59.34257312,97.2,High quality
Q9Y678,meso,51.48515298,88.27,High quality
Q9Y680,meso,59.18659649,85.89,High quality
Q9Y6A5,meso,58.84674159,56.8,Low quality (pLDDT < 70)
P0A832,thermo,63.33992107,89.21,High quality
P0CE48,meso,49.97160111,91.52,High quality
P75679,meso,58.26905505,75.84,High quality
P0ADI0,meso,54.59626171,89.28,High quality
P02294,thermo,66.2993863,83.26,High quality
P04911,thermo,68.30363427,89.35,High quality
P07281,meso,51.18768532,95.01,High quality
P0C0T4,meso,42.97702872,82.3,High quality
Q3E7Y3,meso,51.28142766,93.08,High quality
P0C0W9,meso,56.49620842,91.48,High quality
P0C2H7,meso,55.98351618,95.26,High quality
P32836,meso,54.35850297,89.6,High quality
P38711,meso,53.69781322,91.95,High quality
P39516,meso,54.11580135,90.73,High quality
P40041,meso,52.27520588,66.13,Low quality (pLDDT < 70)
Q08745,meso,41.52134271,88.79,High quality
P87262,meso,57.03574986,93.86,High quality
P40212,meso,55.55872331,95.46,High quality
Q3E7X9,meso,50.98041648,91.55,High quality
A2A274,meso,49.86649325,93.06,High quality
A6NHN7,thermo,61.60654978,54.28,Low quality (pLDDT < 70)
A6NKZ9,meso,47.29207764,77.81,High quality
A6QRI9,meso,58.85753168,65.12,Low quality (pLDDT < 70)
B3KTM8,thermo,60.60241255,74.31,High quality
B4DJ81,meso,51.08207647,95.69,High quality
P53367,meso,58.89904198,76.36,High quality
P26641,meso,52.51424319,86.23,High quality
Q8ND56,thermo,61.20404908,59.2,Low quality (pLDDT < 70)
B4DUX0,thermo,67.90324645,91.0,High quality
Q96KB5,thermo,60.6311265,84.64,High quality
P48643,meso,42.73813485,89.46,High quality
P84103,meso,51.67484388,60.59,Low quality (pLDDT < 70)
B5MBW9,meso,40.33728748,60.97,Low quality (pLDDT < 70)
B5MCT8,thermo,60.77525747,88.94,High quality
B7Z7Q7,thermo,66.57482337,66.88,Low quality (pLDDT < 70)
Q5VW32,meso,47.22892965,92.12,High quality
C9J5W6,meso,52.62952863,86.25,High quality
C9JCS7,thermo,64.5988536,77.5,High quality
C9JFL8,thermo,63.0678175,72.56,High quality
C9JFR7,thermo,61.22193961,97.44,High quality
C9JH92,thermo,61.26850156,96.56,High quality
C9JQ41,meso,58.2400322,89.12,High quality
D6R9C8,thermo,61.01490684,88.38,High quality
D6RAR5,meso,59.81484076,76.19,High quality
D6RCP9,meso,58.85935677,80.31,High quality
D6RDJ1,thermo,60.27444816,72.0,High quality
D6RF21,meso,59.71207994,91.5,High quality
E5RFZ8,meso,48.06615943,63.69,Low quality (pLDDT < 70)
E5RGR0,meso,59.9774198,90.88,High quality
E5RIA0,meso,44.28997536,67.25,Low quality (pLDDT < 70)
O00203,thermo,60.48986316,75.04,High quality
E7EM64,meso,50.51588987,83.62,High quality
E7EV45,meso,59.60182252,66.56,Low quality (pLDDT < 70)
Q3SYG4,thermo,63.89422377,84.91,High quality
E9PES6,meso,49.61691613,86.06,High quality
P30048,meso,48.42753265,85.21,High quality
E9PJ81,meso,44.8941951,74.75,High quality
E9PLL6,thermo,62.64266954,91.75,High quality
F5GZ54,thermo,63.18838895,96.94,High quality
F5H170,meso,59.49114038,79.44,High quality
F8VSA6,meso,40.00590293,91.5,High quality
F8VZZ0,meso,54.99783831,87.75,High quality
Q15084,meso,52.74274775,86.78,High quality
F8WAW4,meso,40.4212266,71.62,High quality
F8WC68,meso,58.90098356,87.62,High quality
G3V5N7,meso,52.75665201,64.25,Low quality (pLDDT < 70)
H0YN10,meso,58.42022471,91.19,High quality
H7C1S6,meso,58.6379374,46.81,Low quality (pLDDT < 70)
H7C4L9,meso,59.95987619,68.56,Low quality (pLDDT < 70)
J3KN66,meso,59.88099177,56.41,Low quality (pLDDT < 70)
J3KPM9,thermo,61.6222702,85.0,High quality
J3KSQ6,meso,49.93468255,53.88,Low quality (pLDDT < 70)
K7EL95,meso,59.67593585,94.44,High quality
K7ELW0,meso,59.69137733,96.94,High quality
K7ELW1,meso,58.54816199,71.06,High quality
K7ENG2,meso,52.82733799,81.44,High quality
M0QXZ5,meso,59.33955319,55.91,Low quality (pLDDT < 70)
M0QZC0,meso,59.13826674,63.0,Low quality (pLDDT < 70)
O00244,meso,45.46534279,97.67,High quality
O15212,meso,50.80830727,94.35,High quality
O15296,thermo,60.07625295,94.95,High quality
O15498,meso,59.50289823,91.3,High quality
O15514,meso,59.63916855,91.12,High quality
O60658,thermo,61.44090812,78.54,High quality
O60674,meso,58.97654077,87.22,High quality
O75618,meso,50.41726119,78.27,High quality
O94842,thermo,60.05643782,54.21,Low quality (pLDDT < 70)
O95602,thermo,60.94801454,80.55,High quality
O95983,meso,59.49054385,77.85,High quality
P00813,thermo,60.57406934,96.63,High quality
P09884,thermo,61.31044688,75.82,High quality
P11441,meso,56.00528398,79.4,High quality
P14927,meso,59.93572336,93.09,High quality
P16083,thermo,61.8020103,98.08,High quality
P17174,thermo,64.33981471,96.38,High quality
P19447,thermo,67.57042753,75.81,High quality
P19971,thermo,60.56458553,92.67,High quality
P21281,thermo,60.05508626,86.72,High quality
P22061,meso,42.29178735,96.49,High quality
P30876,thermo,60.99058673,89.86,High quality
P33240,meso,52.93500572,59.62,Low quality (pLDDT < 70)
P36578,meso,56.70232347,86.94,High quality
P37108,meso,58.37142746,75.14,High quality
P49591,meso,47.34975918,93.25,High quality
P49790,thermo,61.54549844,43.3,Low quality (pLDDT < 70)
P51970,thermo,62.55189972,93.85,High quality
P52701,meso,59.75999632,77.07,High quality
P55265,meso,43.9268056,68.67,Low quality (pLDDT < 70)
P61758,meso,51.26814413,86.12,High quality
P61769,meso,55.57901012,93.88,High quality
P62633,meso,58.8456736,70.64,High quality
P67870,meso,51.44105249,93.49,High quality
P78330,meso,58.35016766,93.05,High quality
Q14181,thermo,61.52622159,85.18,High quality
Q15031,thermo,62.10053413,90.4,High quality
Q16539,meso,58.78054437,89.08,High quality
Q16629,meso,51.23995515,58.85,Low quality (pLDDT < 70)
Q16822,meso,47.3458731,93.84,High quality
Q5JR95,thermo,63.6717667,86.56,High quality
Q5QPP1,thermo,61.78321031,97.19,High quality
Q5T6H7,thermo,61.48924221,96.94,High quality
Q7L5Y9,thermo,60.96545279,91.68,High quality
Q7Z5L9,meso,49.83013412,55.75,Low quality (pLDDT < 70)
Q86UV5,thermo,67.60319328,80.91,High quality
Q86UY0,thermo,60.40178909,80.19,High quality
Q86X45,meso,57.9491583,74.57,High quality
Q8N4J0,thermo,62.22900628,89.46,High quality
Q8TE04,meso,59.17349568,71.53,High quality
Q8WWZ7,meso,45.48014276,77.63,High quality
Q8WX93,meso,50.25965769,54.51,Low quality (pLDDT < 70)
Q92901,thermo,60.22514399,94.67,High quality
Q9ULW0,thermo,61.49967479,63.65,Low quality (pLDDT < 70)
Q99567,thermo,62.50892371,78.94,High quality
Q99757,thermo,66.31381555,83.64,High quality
Q9H078,meso,58.57824487,72.6,High quality
Q9H0D6,thermo,61.91320943,77.67,High quality
Q9H2U1,thermo,62.1702829,82.44,High quality
Q9NP97,meso,59.48310957,94.03,High quality
Q9NQ50,thermo,69.5934739,79.09,High quality
Q9NQP4,meso,49.56245583,87.24,High quality
Q9NSD9,meso,57.92570912,94.93,High quality
Q9NSE4,meso,54.39438574,89.44,High quality
Q9NYV4,thermo,60.06950684,50.71,Low quality (pLDDT < 70)
Q9NZI6,meso,59.25232623,78.53,High quality
Q9P013,thermo,60.82909624,75.03,High quality
Q9UBL3,meso,45.27919559,75.27,High quality
Q9UBQ0,meso,58.76788068,96.51,High quality
Q9UNN5,thermo,64.41545062,78.15,High quality
Q9UNP9,meso,56.02163647,81.68,High quality
Q9UPT8,meso,59.95573389,50.64,Low quality (pLDDT < 70)
Q9Y2Z0,thermo,61.46212998,76.5,High quality
R4GN98,thermo,61.47938967,82.25,High quality
